customer_id,total_debit_amount_cad,total_credit_amount_cad,debit_count,credit_count,transaction_frequency,avg_transaction_interval_day,mode_transaction_interval_day,mode_transaction_type,date_range,max_credit_transaction_amount,avg_credit_transaction_amount,max_debit_transaction_amount,avg_debit_transaction_amount,ecommerce_ratio,cash_ratio
SYNCID0000003235,41398.28,191581.3,16,12,28,3.48,1,4,87,19696.75,3449.8566666666666,175773.96,11973.83125,0.0,0.0
SYNCID0000003236,10035.310000000001,5932.92,2,14,16,6.3076923076923075,1,4,82,5528.14,716.8078571428572,5295.67,2966.46,0.0,0.0
SYNCID0000003239,108512.27,14483.32,39,25,64,2.0930232558139537,1,0,90,32028.82,4340.4908000000005,6222.13,371.3671794871795,0.29411764705882354,0.6896551724137931
SYNCID0000003240,424403.93,386961.36,127,119,246,1.2465753424657535,0,2,91,34454.54,3566.419579831933,55579.92,3046.939842519685,0.41379310344827586,1.0
SYNCID0000003241,378533.93,78890.48999999999,29,24,53,2.3684210526315788,1,3,90,167034.93,15772.247083333334,35782.52,2720.3617241379307,0.5555555555555556,0.0
SYNCID0000003242,174862.38999999998,149860.6,231,36,267,1.0705882352941176,0,1,91,118737.18,4857.288611111111,16281.82,648.7471861471862,0.3090909090909091,0.0
SYNCID0000003243,265964.54,279667.61,213,70,283,1.1973684210526316,0,1,91,54355.83,3799.4934285714285,39397.82,1312.9934741784036,0.20634920634920634,0.0
SYNCID0000003244,79537.4,14947.23,53,23,76,1.7843137254901962,1,1,91,31514.45,3458.1478260869562,1663.43,282.0232075471698,0.4883720930232558,0.7692307692307693
SYNCID0000003245,53057.729999999996,139356.98,44,20,64,2.0930232558139537,0,4,90,19742.23,2652.8864999999996,52266.22,3167.204090909091,0.25,1.0
SYNCID0000003246,6620.98,34199.37,71,8,79,1.8958333333333333,1,1,91,3142.52,827.6225,8086.47,481.6812676056338,0.4262295081967213,0.8333333333333334
SYNCID0000003247,420.75,9339.95,9,3,12,6.818181818181818,3,2,75,221.33,140.25,4125.45,1037.7722222222224,0.0,0.0
SYNCID0000003248,80343.71,181719.49,17,4,21,5.625,6,5,90,46584.98,20085.9275,42323.64,10689.381764705882,0.0,0.0
SYNCID0000003249,69768.92,75675.45,94,7,101,1.7843137254901962,0,1,91,64194.01,9966.988571428572,52571.9,805.0579787234042,0.16049382716049382,1.0
SYNCID0000003250,128388.34,109743.54,27,18,45,2.59375,1,2,83,73980.54,7132.685555555556,33417.87,4064.575555555555,0.0,0.0
SYNCID0000003251,182791.3,250968.51,172,152,324,1.1818181818181819,0,3,91,14736.46,1202.574342105263,28901.79,1459.1192441860467,0.2777777777777778,0.6666666666666666
SYNCID0000003252,29675.93,56493.54,22,18,40,2.9642857142857144,1,2,83,9768.71,1648.6627777777778,20156.33,2567.8881818181817,1.0,0.0
SYNCID0000003253,4182.97,1597.84,2,4,6,13.0,-1,3,52,3223.67,1045.7425,1473.34,798.92,0.0,0.0
SYNCID0000003258,833.8,1610.59,20,1,21,4.157894736842105,1,1,79,833.8,833.8,381.18,80.5295,0.2,1.0
SYNCID0000003260,6370.86,17183.37,5,10,15,7.25,2,4,87,2967.7,637.086,10476.88,3436.674,0.0,0.0
SYNCID0000003261,445019.05,447026.55,134,142,276,1.4444444444444444,0,3,91,81345.92,3133.936971830986,74852.68,3336.0190298507464,0.0,0.0
SYNCID0000003262,29352.710000000003,73209.89,10,2,12,9.666666666666666,0,3,87,28983.63,14676.355000000001,52728.99,7320.989,0.25,0.0
SYNCID0000003263,10257.64,19346.33,5,8,13,8.222222222222221,0,4,74,5960.3,1282.205,12644.67,3869.2660000000005,0.0,0.0
SYNCID0000003264,282735.91000000003,904968.37,371,38,409,1.0705882352941176,0,1,91,83454.86,7440.418684210527,401031.49,2439.2678436657684,0.3017543859649123,1.0
SYNCID0000003265,232871.51,140540.45,89,33,122,1.6666666666666667,0,2,90,133864.17,7056.712424242424,13385.31,1579.1061797752811,1.0,0.0
SYNCID0000003266,2170.12,1789.09,2,1,3,8.0,-1,2,16,2170.12,2170.12,1362.78,894.545,0.0,0.0
SYNCID0000003267,3737.79,4163.92,5,3,8,11.857142857142858,-1,2,83,3014.24,1245.93,1273.79,832.784,0.0,0.0
SYNCID0000003268,1033.09,7972.91,22,1,23,4.684210526315789,1,1,89,1033.09,1033.09,2998.48,362.405,0.34782608695652173,0.0
SYNCID0000003272,40848.18,232200.66,197,54,251,1.0963855421686748,0,1,91,11180.52,756.4477777777778,113612.99,1178.6835532994924,0.1724137931034483,0.0
SYNCID0000003273,4516.84,43797.58,6,6,12,7.909090909090909,3,3,87,1745.81,752.8066666666667,29537.09,7299.596666666667,0.0,0.0
SYNCID0000003275,95336.69,164138.19,41,9,50,2.71875,0,2,87,42762.46,10592.965555555556,42606.46,4003.370487804878,0.0,0.0
SYNCID0000003276,260626.83000000002,14016.27,14,30,44,2.84375,0,3,91,160281.09,8687.561,2780.02,1001.1621428571428,0.0,0.0
SYNCID0000003277,398076.34,33064.979999999996,13,87,100,1.9130434782608696,0,3,88,53062.16,4575.590114942529,14954.3,2543.4599999999996,0.0,1.0
SYNCID0000003278,45260.44,46651.200000000004,49,10,59,2.1219512195121952,1,1,87,29024.48,4526.044,19399.31,952.0653061224491,0.12903225806451613,0.0
SYNCID0000003279,31572.07,34148.07,116,15,131,1.3582089552238805,0,1,91,15311.42,2104.8046666666664,6428.38,294.37991379310347,0.33636363636363636,0.0
SYNCID0000003280,5579.7699999999995,27903.03,71,3,74,1.5964912280701755,1,1,91,3673.35,1859.9233333333332,10539.38,393.00042253521127,0.2972972972972973,0.0
SYNCID0000003282,193475.75,77694.3,52,8,60,2.073170731707317,1,1,85,101123.53,24184.46875,70007.74,1494.121153846154,0.14583333333333334,0.0
SYNCID0000003283,10735.48,33160.88,78,20,98,1.625,0,1,91,3287.19,536.774,7785.62,425.13948717948716,0.1917808219178082,0.0
SYNCID0000003284,3646.98,52192.74,200,5,205,1.1097560975609757,0,1,91,1291.73,729.396,13355.43,260.9637,0.15121951219512195,0.0
SYNCID0000003285,13401.33,45346.32,10,16,26,4.136363636363637,3,2,91,5163.23,837.583125,18807.81,4534.632,0.0,0.0
SYNCID0000003286,8189.97,55717.27,7,2,9,9.625,5,3,77,7157.77,4094.985,28401.01,7959.61,0.0,1.0
SYNCID0000003287,184.16,27411.4,20,1,21,4.666666666666667,1,4,84,184.16,184.16,3145.02,1370.5700000000002,0.0,0.0
SYNCID0000003288,4713.1,9409.580000000002,5,3,8,3.8333333333333335,5,2,23,3183.76,1571.0333333333335,4740.52,1881.9160000000004,0.0,0.0
SYNCID0000003289,10836.25,998251.49,38,11,49,2.676470588235294,1,2,91,5671.74,985.1136363636364,786850.78,26269.77605263158,0.0,0.0
SYNCID0000003290,3498.16,23546.550000000003,6,1,7,9.333333333333334,2,2,56,3498.16,3498.16,20019.68,3924.4250000000006,0.0,0.0
SYNCID0000003291,107660.03,233172.96,42,7,49,2.6666666666666665,0,2,88,104943.65,15380.004285714285,90948.97,5551.737142857142,0.0,1.0
SYNCID0000003292,162233.5,104816.62,99,128,227,1.2297297297297298,0,3,91,18000.98,1267.44921875,18454.51,1058.7537373737373,0.23214285714285715,0.5714285714285714
SYNCID0000003294,495963.0,462349.85,412,866,1278,1.0224719101123596,0,4,91,43923.92,572.7055427251732,25836.63,1122.2083737864077,0.0,0.875
SYNCID0000003295,12986.300000000001,77478.96,138,13,151,1.338235294117647,0,1,91,4217.59,998.946153846154,25954.79,561.4417391304348,0.30952380952380953,0.5
SYNCID0000003296,50753.12,39786.5,17,28,45,2.935483870967742,0,2,91,30203.16,1812.6114285714286,26494.41,2340.3823529411766,0.0,0.0
SYNCID0000003297,31574.14,167336.75,23,16,39,2.757575757575758,1,2,91,14645.46,1973.38375,136051.09,7275.510869565217,0.5,0.8333333333333334
SYNCID0000003298,181812.9,60349.68,11,14,25,4.35,1,2,87,108523.22,12986.635714285714,23449.53,5486.334545454545,0.0,0.0
SYNCID0000003299,183499.84,365405.64,133,105,238,1.4444444444444444,0,3,91,34886.38,1747.6175238095238,27290.84,2747.4108270676693,0.08333333333333333,0.0
SYNCID0000003300,13901.539999999999,4735.29,15,24,39,2.8333333333333335,2,4,85,2598.6,579.2308333333333,1257.67,315.686,0.5,0.0
SYNCID0000003301,248757.64,30523865.68,134,49,183,1.4444444444444444,0,2,91,42833.02,5076.686530612245,14941512.58,227790.0423880597,1.0,0.0
SYNCID0000003302,68135.26,124987.79,197,40,237,1.1518987341772151,0,1,91,15250.2,1703.3815,14532.26,634.4557868020304,0.29936305732484075,0.0
SYNCID0000003303,50229.97,321743.61,24,34,58,2.6,0,3,91,14203.04,1477.3520588235294,209143.25,13405.98375,0.0,0.0
SYNCID0000003304,270278.02,123103.08,110,31,141,1.338235294117647,0,1,91,136748.57,8718.645806451614,55024.35,1119.118909090909,0.22784810126582278,1.0
SYNCID0000003305,167126.98,19365.620000000003,4,19,23,4.368421052631579,1,2,83,54237.58,8796.156842105263,16247.86,4841.405000000001,0.0,0.0
SYNCID0000003306,351764.64999999997,132972.85,7,9,16,6.0,2,3,84,159157.02,39084.96111111111,72484.59,18996.12142857143,0.0,0.0
SYNCID0000003307,31645.82,54662.21,110,28,138,1.2638888888888888,0,1,91,10329.05,1130.2078571428572,22544.7,496.9291818181818,0.2127659574468085,0.0
SYNCID0000003308,38596.03,9798.48,63,4,67,1.9777777777777779,1,1,89,38019.1,9649.0075,1592.91,155.53142857142856,0.3709677419354839,0.0
SYNCID0000003309,67846.07,33576.98,59,24,83,1.6981132075471699,1,4,90,19737.65,2826.919583333334,3869.69,569.1013559322034,0.1,0.9333333333333333
SYNCID0000003310,59891.39,66586.36,47,33,80,1.8958333333333333,0,3,91,13273.99,1814.890606060606,23962.98,1416.7310638297872,0.25,0.0
SYNCID0000003311,44021.299999999996,2298514.64,28,15,43,2.625,1,2,84,11966.66,2934.753333333333,2172974.1,82089.80857142857,0.0,0.0
SYNCID0000003312,24.42,1875.1499999999999,3,1,4,19.0,-1,2,57,24.42,24.42,1075.33,625.05,0.0,0.0
SYNCID0000003313,15850.47,89659.39,36,5,41,2.892857142857143,0,3,81,7803.05,3170.094,34836.65,2490.538611111111,0.5555555555555556,0.5
SYNCID0000003314,17135.91,6251.61,11,6,17,6.214285714285714,0,4,87,12447.19,2855.985,2092.05,568.3281818181817,0.5,0.0
SYNCID0000003315,66096.77,3859.73,24,5,29,3.4615384615384617,1,1,90,40689.91,13219.354000000001,1059.92,160.82208333333332,0.375,0.25
SYNCID0000003316,107565.01999999999,40471.67,48,14,62,1.9782608695652173,1,1,91,47294.52,7683.215714285713,15768.32,843.1597916666666,0.1935483870967742,0.75
SYNCID0000003317,810067.5700000001,84013.8,65,13,78,1.9361702127659575,0,1,91,571863.64,62312.89000000001,76811.28,1292.52,0.35294117647058826,0.0
SYNCID0000003318,10690.05,3329.09,10,5,15,7.583333333333333,3,2,91,4958.63,2138.0099999999998,695.32,332.909,0.0,0.0
SYNCID0000003319,16313.9,64802.14,289,22,311,1.058139534883721,0,1,91,3242.27,741.540909090909,6659.64,224.2288581314879,0.25418060200668896,0.75
SYNCID0000003320,32667.920000000002,27464.71,18,16,34,3.64,0,3,91,15413.35,2041.7450000000001,10372.23,1525.8172222222222,0.0,0.0
SYNCID0000003321,9421.65,361552.91,267,12,279,1.1097560975609757,0,1,91,2930.54,785.1374999999999,274519.43,1354.1307490636702,0.22692307692307692,0.0
SYNCID0000003322,523.44,5933.77,6,4,10,11.285714285714286,0,3,79,225.47,130.86,2084.8,988.9616666666667,0.0,0.0
SYNCID0000003323,501304.23,1359417.71,133,287,420,1.378787878787879,0,3,91,42719.78,1746.7046341463415,504981.22,10221.185789473684,0.0,0.0
SYNCID0000003324,73400.42,52482.090000000004,12,25,37,3.3703703703703702,1,2,91,45013.83,2936.0168,17531.49,4373.507500000001,0.0,0.0
SYNCID0000003325,71758.61,157790.21,114,39,153,1.4444444444444444,0,4,91,13500.44,1839.964358974359,18564.74,1384.1246491228069,0.0,0.0
SYNCID0000003326,173.19,12511.25,48,1,49,2.4054054054054053,1,1,89,173.19,173.19,2535.79,260.6510416666667,0.0625,0.0
SYNCID0000003327,1417.43,21191.05,49,6,55,2.0454545454545454,1,1,90,998.81,236.23833333333334,7899.42,432.4704081632653,0.2826086956521739,0.0
SYNCID0000003328,3369.75,16282.759999999998,17,6,23,4.666666666666667,0,1,84,1860.35,561.625,7217.95,957.8094117647058,0.09090909090909091,0.0
SYNCID0000003329,-228.12,10524.69,56,3,59,2.0,1,1,88,-19.58,-76.04,1615.66,187.94089285714287,0.13559322033898305,0.0
SYNCID0000003330,308899.27,189037.11000000002,94,98,192,1.4,0,3,91,81738.06,3152.033367346939,60496.44,2011.0330851063832,0.07142857142857142,0.7142857142857143
SYNCID0000003331,468881.52,2961844.54,197,107,304,1.3582089552238805,0,3,91,142183.99,4382.070280373832,1239318.14,15034.743857868021,0.0,0.0
SYNCID0000003332,186589.12,431312.50999999995,113,84,197,1.2638888888888888,0,2,91,41012.61,2221.2990476190475,167421.49,3816.924867256637,0.0,0.0
SYNCID0000003333,48201.31,37333.82,26,20,46,2.4571428571428573,1,0,86,12516.26,2410.0654999999997,11002.94,1435.9161538461537,0.08333333333333333,0.4166666666666667
SYNCID0000003335,21239.84,46804.47,12,7,19,5.769230769230769,0,2,75,6384.37,3034.2628571428572,21287.49,3900.3725,0.0,0.0
SYNCID0000003336,1840805.78,3543765.0,60,393,453,1.4,0,3,91,109959.25,4683.9841730279895,2399511.88,59062.75,0.0,0.6
SYNCID0000003338,49128.82,133444.32,173,21,194,1.2297297297297298,0,1,91,23547.66,2339.467619047619,23623.68,771.354450867052,0.15723270440251572,0.0
SYNCID0000003340,205.2,2542.6,18,1,19,4.888888888888889,1,1,88,205.2,205.2,1048.1,141.25555555555556,0.05555555555555555,0.0
SYNCID0000003341,2126.0299999999997,2928.83,5,2,7,13.6,-1,3,68,2076.1,1063.0149999999999,1648.72,585.766,0.0,0.0
SYNCID0000003342,14174.51,1871.21,2,10,12,9.1,2,4,91,3591.99,1417.451,1109.73,935.605,0.0,0.0
SYNCID0000003343,99027.89,204318.27000000002,112,46,158,1.3043478260869565,0,2,90,18105.8,2152.780217391304,56157.66,1824.270267857143,0.12962962962962962,1.0
SYNCID0000003344,66659.36,134731.53,121,52,173,1.3,0,3,91,8963.93,1281.9107692307693,39991.18,1113.4837190082644,0.30158730158730157,1.0
SYNCID0000003345,35505.850000000006,3339.21,4,5,9,10.5,1,2,84,33460.37,7101.170000000001,994.37,834.8025,0.0,0.0
SYNCID0000003348,86691.15,24889.32,21,9,30,3.5,1,1,84,34986.52,9632.349999999999,17502.46,1185.2057142857143,0.0,0.0
SYNCID0000003349,32956.03,4118.02,20,5,25,4.190476190476191,2,1,88,15722.73,6591.206,797.7,205.901,0.14285714285714285,1.0
SYNCID0000003350,630008.68,1045120.05,160,183,343,1.421875,0,2,91,79520.03,3442.6703825136615,432960.88,6532.0003125,0.0,0.0
SYNCID0000003351,9959.619999999999,410.97,1,5,6,11.0,7,3,55,6719.5,1991.9239999999998,410.97,410.97,0.0,0.0
SYNCID0000003352,48859.14,16475.15,34,32,66,1.875,1,0,90,6904.71,1526.848125,2687.96,484.5632352941177,0.3125,0.8518518518518519
SYNCID0000003353,34087.95,35278.18,28,30,58,2.289473684210526,0,4,87,13217.06,1136.2649999999999,10089.46,1259.935,0.3333333333333333,0.0
SYNCID0000003354,83327.63999999998,15954.320000000002,56,6,62,2.0930232558139537,1,1,90,81135.59,13887.939999999997,6900.31,284.8985714285715,0.2909090909090909,0.0
SYNCID0000003355,426484.7,344130.73,118,167,285,1.2465753424657535,0,3,91,39595.23,2553.800598802395,204634.37,2916.362118644068,0.125,0.14285714285714285
SYNCID0000003356,129390.38,113629.8,150,44,194,1.2465753424657535,0,1,91,48976.28,2940.6904545454545,13427.08,757.532,0.2328767123287671,0.0
SYNCID0000003357,139985.61,1293080.03,108,12,120,1.4285714285714286,0,1,90,105039.56,11665.467499999999,1129394.33,11972.96324074074,0.14285714285714285,0.0
SYNCID0000003358,116804.88,162910.97,323,47,370,1.0459770114942528,0,1,91,25535.41,2485.2102127659577,24102.0,504.3683281733746,0.21782178217821782,0.0
SYNCID0000003359,7070.44,54596.130000000005,62,10,72,1.6851851851851851,1,1,91,4273.9,707.044,10390.44,880.5827419354839,0.325,0.0
SYNCID0000003360,8220.3,45414.479999999996,68,13,81,1.5964912280701755,1,1,91,1898.06,632.3307692307692,6185.48,667.8599999999999,0.2564102564102564,1.0
SYNCID0000003361,2783.75,78346.14,166,7,173,1.1818181818181819,0,1,91,1197.96,397.67857142857144,23517.46,471.9646987951807,0.2865853658536585,0.0
SYNCID0000003362,133889.81,209404.08,16,10,26,4.095238095238095,1,3,86,53253.85,13388.981,160364.31,13087.755,0.0,0.0
SYNCID0000003363,2123.9,3446.6800000000003,14,6,20,4.105263157894737,2,1,78,789.59,353.98333333333335,1840.63,246.1914285714286,0.3333333333333333,0.0
SYNCID0000003364,225172.17,9136.97,6,11,17,5.625,3,2,90,121457.3,20470.197272727273,4234.67,1522.8283333333331,0.0,1.0
SYNCID0000003365,36611.7,27280.03,46,24,70,1.8333333333333333,1,1,88,16073.3,1525.4875,5958.47,593.0441304347826,0.125,1.0
SYNCID0000003366,35.72,25791.92,5,1,6,12.6,-1,3,63,35.72,35.72,15877.64,5158.384,0.5,0.0
SYNCID0000003367,9258.53,39019.9,39,11,50,2.289473684210526,1,4,87,5282.33,841.6845454545455,6384.99,1000.5102564102565,0.1875,1.0
SYNCID0000003368,4873.26,26952.840000000004,28,8,36,3.423076923076923,0,1,89,3609.73,609.1575,20622.33,962.6014285714288,0.375,1.0
SYNCID0000003369,89119.37,673551.6,92,118,210,1.318840579710145,0,4,91,7334.21,755.2488983050847,472725.12,7321.21304347826,0.0,0.0
SYNCID0000003370,277376.27999999997,444483.93,80,89,169,1.4,0,2,91,50101.49,3116.587415730337,174217.91,5556.049125,0.3333333333333333,0.6666666666666666
SYNCID0000003371,353.95,2177.7200000000003,16,3,19,5.625,7,1,90,207.81,117.98333333333333,1072.46,136.10750000000002,0.0,1.0
SYNCID0000003372,162241.41,302976.26,114,27,141,1.5423728813559323,0,3,91,60780.96,6008.941111111111,47614.87,2657.6864912280703,0.28205128205128205,0.0
SYNCID0000003373,220540.03,489797.44000000006,87,40,127,1.7647058823529411,0,3,90,99491.67,5513.50075,151557.1,5629.855632183909,0.5555555555555556,0.0
SYNCID0000003374,601.06,4879.61,21,2,23,4.238095238095238,1,1,89,441.52,300.53,2102.12,232.36238095238093,0.2608695652173913,0.0
SYNCID0000003375,74531.51,121132.79,68,41,109,1.5689655172413792,0,4,91,25246.65,1817.841707317073,21850.63,1781.3645588235293,0.375,0.0
SYNCID0000003378,35067.92,4014.09,4,6,10,9.444444444444445,6,2,85,30493.18,5844.653333333333,1076.86,1003.5225,0.0,0.0
SYNCID0000003380,1082780.02,434438.48,256,168,424,1.1518987341772151,0,3,91,410340.65,6445.119166666666,93236.46,1697.0253125,0.0,0.0
SYNCID0000003381,5076.900000000001,10148.2,15,4,19,4.133333333333334,1,1,62,3227.96,1269.2250000000001,3927.59,676.5466666666667,0.2727272727272727,0.0
SYNCID0000003382,2773047.25,32478276.19,270,117,387,1.2638888888888888,0,2,91,790845.58,23701.258547008547,3408901.99,120289.91181481483,0.4230769230769231,0.0
SYNCID0000003383,-118.53,15911.23,50,3,53,2.0952380952380953,1,1,88,-5.48,-39.51,3719.14,318.2246,0.09433962264150944,0.0
SYNCID0000003384,20780.62,1283.34,1,5,6,16.4,7,3,82,14458.64,4156.124,1283.34,1283.34,0.0,0.0
SYNCID0000003385,95680.77,119813.2,172,26,198,1.1666666666666667,0,1,91,29647.5,3680.0296153846157,24392.66,696.5883720930233,0.2631578947368421,0.0
SYNCID0000003386,77514.12,94403.65,52,43,95,1.8,0,2,90,21357.13,1802.653953488372,16024.6,1815.4548076923077,0.0,0.0
SYNCID0000003387,19676.010000000002,10207.31,31,14,45,2.4857142857142858,1,1,87,5202.12,1405.429285714286,2146.05,329.268064516129,0.1724137931034483,0.5454545454545454
SYNCID0000003388,24282.9,48181.02,31,33,64,1.9545454545454546,1,4,86,2633.02,735.8454545454546,7908.27,1554.226451612903,0.0,0.0
SYNCID0000003389,132075.63999999998,15777.1,71,10,81,1.82,0,1,91,108153.37,13207.563999999998,1599.91,222.21267605633804,0.1875,0.75
SYNCID0000003390,13826.19,17195.02,20,7,27,4.578947368421052,0,4,87,13084.44,1975.17,3193.56,859.751,0.0,0.0
SYNCID0000003392,444.23,2651.65,5,4,9,10.875,-1,4,87,234.12,111.0575,868.89,530.33,0.0,0.0
SYNCID0000003393,167568.76,496903.25,23,31,54,2.2564102564102564,1,2,88,28287.08,5405.443870967742,306293.38,21604.489130434784,0.0,0.0
SYNCID0000003394,6535.16,13496.16,6,4,10,10.857142857142858,0,3,76,4663.05,1633.79,9980.25,2249.36,0.0,0.0
SYNCID0000003395,409066.86,241618.48,230,88,318,1.123456790123457,0,3,91,63874.67,4648.487045454545,19720.47,1050.5151304347826,0.3305084745762712,0.0
SYNCID0000003396,391276.09,347313.87,233,179,412,1.0340909090909092,0,4,91,63376.07,2185.8999441340784,24074.87,1490.6174678111588,0.0,0.0
SYNCID0000003397,72713.89,322127.14,167,69,236,1.2133333333333334,0,4,91,6527.03,1053.8244927536232,78521.53,1928.90502994012,0.13953488372093023,0.0
SYNCID0000003398,1917.87,7231.289999999999,2,2,4,20.0,-1,2,60,1179.57,958.935,4248.44,3615.6449999999995,0.0,0.0
SYNCID0000003399,47139.189999999995,137294.86,444,32,476,1.0224719101123596,0,1,91,13072.65,1473.0996874999998,9207.14,309.22265765765763,0.1756440281030445,0.0
SYNCID0000003401,4228.62,5083.36,11,4,15,5.923076923076923,1,4,77,3135.11,1057.155,1320.19,462.1236363636363,0.4,0.0
SYNCID0000003402,54178.49,29401.17,138,25,163,1.2297297297297298,0,1,91,24184.83,2167.1396,4457.59,213.05195652173913,0.20610687022900764,0.0
SYNCID0000003403,88965.59,7434.1900000000005,3,8,11,11.25,0,2,90,37357.02,11120.69875,2786.33,2478.0633333333335,0.0,0.0
SYNCID0000003404,129226.06,26287.000000000004,12,9,21,4.777777777777778,2,4,86,125616.63,14358.451111111111,17892.99,2190.5833333333335,0.0,0.0
SYNCID0000003405,132593.27,414205.45999999996,39,35,74,2.116279069767442,0,2,91,31026.2,3788.3791428571426,240565.61,10620.65282051282,0.0,0.0
SYNCID0000003406,11425.86,26228.119999999995,5,13,18,4.875,1,3,78,6261.0,878.9123076923078,21354.51,5245.623999999999,0.0,0.0
SYNCID0000003407,24400.04,13328.060000000001,9,10,19,5.733333333333333,1,2,86,5905.72,2440.004,7787.93,1480.8955555555558,0.0,0.0
SYNCID0000003408,15350.66,49758.42,4,6,10,11.25,1,3,90,12311.06,2558.443333333333,48002.57,12439.605,0.0,0.0
SYNCID0000003410,606275.39,409593.9,136,95,231,1.4516129032258065,0,3,90,329555.01,6381.846210526316,145224.45,3011.7198529411767,0.0,1.0
SYNCID0000003411,1009576.22,454544.33999999997,197,619,816,1.338235294117647,0,3,91,290079.57,1630.9793537964458,46706.63,2307.3316751269035,0.0,0.0
SYNCID0000003412,179531.07,17913.739999999998,58,8,66,1.8958333333333333,1,1,91,105809.36,22441.38375,6392.04,308.85758620689654,0.06779661016949153,0.0
SYNCID0000003413,2105.7,35616.92,27,1,28,3.230769230769231,1,1,84,2105.7,2105.7,19411.45,1319.145185185185,0.5882352941176471,1.0
SYNCID0000003414,4131781.33,329457.77,39,43,82,1.82,0,4,91,4082144.11,96087.93790697675,301098.31,8447.63512820513,0.0,0.5
SYNCID0000003415,3250.91,62446.53,12,7,19,5.294117647058823,2,3,90,850.06,464.4157142857143,51728.48,5203.8775,0.0,0.0
SYNCID0000003416,81153.68,161772.54,69,46,115,1.5964912280701755,0,3,91,18932.87,1764.2104347826084,78698.56,2344.5295652173913,0.2962962962962963,0.0
SYNCID0000003417,16810.03,37773.369999999995,17,15,32,3.4782608695652173,1,2,80,10629.75,1120.6686666666667,14185.46,2221.9629411764704,0.0,0.0
SYNCID0000003419,102095.93,35848.04,12,5,17,6.3076923076923075,0,2,82,95506.31,20419.185999999998,19103.67,2987.3366666666666,0.0,0.0
SYNCID0000003420,184419.28,671418.03,127,46,173,1.3582089552238805,0,3,91,40114.3,4009.114782608696,382673.95,5286.756141732284,0.0,0.0
SYNCID0000003421,53576.01,371575.27999999997,86,15,101,1.75,0,3,91,16739.5,3571.734,222508.52,4320.642790697674,0.16666666666666666,0.0
SYNCID0000003422,661654.8099999999,1215458.6400000001,263,276,539,1.378787878787879,0,3,91,62849.86,2397.300036231884,198805.73,4621.515741444868,0.0,0.0
SYNCID0000003423,5033.54,1848.41,6,2,8,10.428571428571429,7,1,73,2610.82,2516.77,837.04,308.0683333333333,0.6666666666666666,0.0
SYNCID0000003424,7318.96,9161.92,11,6,17,6.538461538461538,0,0,85,2564.44,1219.8266666666666,5218.84,832.9018181818182,0.0,0.6666666666666666
SYNCID0000003425,42945.75,147842.68,51,15,66,2.0681818181818183,0,1,91,11950.13,2863.05,87107.94,2898.876078431372,0.2,0.0
SYNCID0000003426,11574.77,15863.34,13,11,24,4.631578947368421,6,3,88,8089.79,1052.2518181818182,5306.31,1220.2569230769232,0.0,0.0
SYNCID0000003427,152655.44,48843.83,25,24,49,2.757575757575758,0,3,91,120213.39,6360.643333333333,26161.93,1953.7532,0.125,1.0
SYNCID0000003428,1255520.09,1828554.71,264,231,495,1.338235294117647,0,3,91,443515.81,5435.151904761905,388676.21,6926.343598484848,0.16666666666666666,0.0
SYNCID0000003429,22012.53,4427.15,8,10,18,6.384615384615385,0,3,83,6216.45,2201.2529999999997,2139.64,553.39375,0.0,0.0
SYNCID0000003430,22456.22,80380.45999999999,188,19,207,1.1097560975609757,0,1,91,5586.16,1181.9063157894736,10759.55,427.5556382978723,0.20809248554913296,0.6666666666666666
SYNCID0000003432,134545.9,156805.84,90,86,176,1.4918032786885247,0,2,91,20312.57,1564.4872093023255,14828.19,1742.287111111111,0.0,0.0
SYNCID0000003434,140566.39,5569247.0600000005,89,19,108,1.75,0,2,91,74992.55,7398.23105263158,5332997.38,62575.809662921354,0.45714285714285713,0.0
SYNCID0000003435,9928.51,1654.88,4,12,16,5.357142857142857,6,4,75,2148.01,827.3758333333334,753.05,413.72,0.0,0.0
SYNCID0000003436,18631.440000000002,1264.97,3,3,6,14.8,-1,2,74,17800.45,6210.4800000000005,815.68,421.6566666666667,0.0,0.0
SYNCID0000003438,63798.36,329878.32,79,34,113,1.5423728813559323,0,3,91,11523.84,1876.4223529411765,110006.59,4175.6749367088605,0.24,0.0
SYNCID0000003439,1900.04,7987.129999999999,9,3,12,10.75,0,3,86,877.18,633.3466666666667,3382.17,887.4588888888889,0.0,0.0
SYNCID0000003440,195863.45,67725.84,48,52,100,1.8958333333333333,0,3,91,56118.38,3766.604807692308,23265.22,1410.955,0.19230769230769232,0.0
SYNCID0000003441,376489.8,158852.63,93,30,123,1.7169811320754718,0,2,91,239802.46,12549.66,38545.05,1708.0927956989249,0.0,0.0
SYNCID0000003442,24828.26,357456.23000000004,49,22,71,2.0681818181818183,0,1,91,7138.51,1128.5572727272727,321669.83,7295.025102040817,0.4642857142857143,0.0
SYNCID0000003444,18592.86,15110.26,17,4,21,4.722222222222222,3,3,85,13813.23,4648.215,4705.55,888.8388235294118,0.16666666666666666,0.0
SYNCID0000003445,545860.4,74397.94,17,14,31,3.772727272727273,1,2,83,540252.49,38990.02857142857,20732.9,4376.349411764706,0.0,0.0
